,returns,lengths,speeds,action_probs,loss
0,100.78569134457946,119.625,24.99827157079646,[0.         0.99164054 0.00835946 0.         0.        ],0.40905732
1,93.07593285020262,111.125,24.995514158945582,[0.         0.98650169 0.01349831 0.         0.        ],0.40905732
2,91.08804935639708,108.0,24.990530303030305,[0.        0.9837963 0.0162037 0.        0.       ],0.40905732
3,92.89159412235735,111.125,24.99134329212454,[0.         0.99325084 0.00674916 0.         0.        ],0.40905732
4,76.0992693161009,90.5,24.97846912202381,[0.         0.99585635 0.00414365 0.         0.        ],0.40905732
5,86.028125,102.625,24.99565972222222,[0. 1. 0. 0. 0.],0.40905732
6,94.01624690016286,110.5,24.997588734567902,[0.         0.99321267 0.00678733 0.         0.        ],0.40905732
7,77.9197916666667,94.375,24.997728924418603,[0. 1. 0. 0. 0.],0.40905732
8,91.67079706117858,109.75,24.997430098684212,[0.        0.9977221 0.0022779 0.        0.       ],0.40905732
9,95.19579706117861,113.0,24.992766203703702,[0.         0.99778761 0.00221239 0.         0.        ],0.40905732
10,103.93048301124622,123.25,24.996364572660518,[0.        0.9959432 0.0040568 0.        0.       ],0.40905732
11,89.64146361286033,107.0,24.993785764176465,[0.         0.99883178 0.00116822 0.         0.        ],0.40905732
12,75.88188555905424,91.0,24.98738929708168,[0.         0.99725275 0.00274725 0.         0.        ],0.40905732
13,95.15347222222215,113.125,24.99548100490196,[0. 1. 0. 0. 0.],0.40905732
14,86.75381944444439,104.875,24.98820791131423,[0. 1. 0. 0. 0.],0.40905732
15,96.17499999999995,114.5,25.0,[0. 1. 0. 0. 0.],0.40905732
16,93.9003472222221,112.0,24.997853708791208,[0. 1. 0. 0. 0.],0.40905732
17,75.18749999999997,91.375,24.987142794076256,[0. 1. 0. 0. 0.],0.40905732
18,85.8145833333333,105.25,24.995457283893035,[0. 1. 0. 0. 0.],0.40905732
19,101.09756944444433,119.625,24.996798155737707,[0. 1. 0. 0. 0.],0.40905732
20,107.78368055555545,127.75,24.998449900793652,[0. 1. 0. 0. 0.],0.40905732
21,87.16944444444445,103.5,25.0,[0. 1. 0. 0. 0.],0.40905732
22,73.0590277777777,88.0,24.99607963669209,[0. 1. 0. 0. 0.],0.40905732
23,86.33958333333324,103.125,24.99570534311949,[0. 1. 0. 0. 0.],0.40905732
24,91.45069444444445,109.75,24.996062855661652,[0. 1. 0. 0. 0.],0.40905732
25,87.63055555555543,106.125,25.0,[0. 1. 0. 0. 0.],0.40905732
26,75.74479166666656,92.125,24.996448863636363,[0. 1. 0. 0. 0.],0.40905732
27,67.71701388888883,83.0,24.998066212871286,[0. 1. 0. 0. 0.],0.40905732
28,91.16423611111108,110.0,24.9984375,[0. 1. 0. 0. 0.],0.40905732
29,87.50312500000003,106.625,24.996512276785715,[0. 1. 0. 0. 0.],0.40905732
30,64.36249999999993,79.5,24.982569293599916,[0. 1. 0. 0. 0.],0.40905732
31,74.09166666666658,88.0,25.0,[0. 1. 0. 0. 0.],0.40905732
32,72.34513888888884,87.125,24.99168514412417,[0. 1. 0. 0. 0.],0.40905732
33,92.55347222222224,111.25,24.994658636480906,[0. 1. 0. 0. 0.],0.40905732
34,91.72291666666665,110.25,24.99172719250611,[0. 1. 0. 0. 0.],0.40905732
35,80.72326388888894,98.125,24.98381907805736,[0. 1. 0. 0. 0.],0.40905732
36,85.70902777777764,100.875,24.992971709280305,[0. 1. 0. 0. 0.],0.40905732
37,97.45034722222206,114.5,24.99847412109375,[0. 1. 0. 0. 0.],0.40905732
38,74.34791666666658,89.0,24.993872918677607,[0. 1. 0. 0. 0.],0.40905732
39,87.48402777777765,102.875,24.996445952868854,[0. 1. 0. 0. 0.],0.40905732
40,86.66215277777766,103.75,24.994228848246024,[0. 1. 0. 0. 0.],0.40905732
41,80.39479166666666,95.0,24.996512276785715,[0. 1. 0. 0. 0.],0.40905732
42,93.49201388888892,113.375,24.997395833333336,[0. 1. 0. 0. 0.],0.40905732
43,85.41145833333336,103.125,24.9984375,[0. 1. 0. 0. 0.],0.40905732
44,88.35590277777773,108.25,24.990699404761905,[0. 1. 0. 0. 0.],0.40905732
45,76.49861111111113,92.625,24.98718144528308,[0. 1. 0. 0. 0.],0.40905732
46,96.35624999999987,116.625,24.996205438966275,[0. 1. 0. 0. 0.],0.40905732
47,99.61423611111107,119.375,24.998085171568626,[0. 1. 0. 0. 0.],0.40905732
48,98.20590277777768,118.75,24.99638310185185,[0. 1. 0. 0. 0.],0.40905732
49,99.0559027777777,118.5,24.996243990384613,[0. 1. 0. 0. 0.],0.40905732
50,94.47812499999986,113.25,24.997588734567902,[0. 1. 0. 0. 0.],0.40905732
51,86.12326388888887,103.625,24.99320271657954,[0. 1. 0. 0. 0.],0.40905732
52,90.95659722222214,110.875,24.992226826354965,[0. 1. 0. 0. 0.],0.40905732
53,85.05277777777775,103.0,25.0,[0. 1. 0. 0. 0.],0.40905732
54,84.87291666666657,103.125,24.99045465225564,[0. 1. 0. 0. 0.],0.40905732
55,88.12777777777785,105.875,25.0,[0. 1. 0. 0. 0.],0.40905732
56,81.01145833333338,97.5,24.9969482421875,[0. 1. 0. 0. 0.],0.40905732
57,83.20590277777774,100.875,24.99486019736842,[0. 1. 0. 0. 0.],0.40905732
58,88.31944444444437,105.375,25.0,[0. 1. 0. 0. 0.],0.40905732
59,93.33923611111089,112.0,24.994721283783782,[0. 1. 0. 0. 0.],0.40905732
60,73.10416666666663,89.25,24.987214374897714,[0. 1. 0. 0. 0.],0.40905732
61,82.62256944444434,101.375,24.9978998655914,[0. 1. 0. 0. 0.],0.40905732
62,93.90868055555552,112.875,24.9951171875,[0. 1. 0. 0. 0.],0.40905732
63,93.82291666666661,111.75,24.993460945136853,[0. 1. 0. 0. 0.],0.40905732
64,95.97812499999998,115.125,24.99822443181818,[0. 1. 0. 0. 0.],0.40905732
65,101.29756944444446,121.375,24.99782986111111,[0. 1. 0. 0. 0.],0.40905732
66,84.51458333333329,102.5,24.994216810726954,[0. 1. 0. 0. 0.],0.40905732
67,104.46736111111098,125.25,24.996636755831922,[0. 1. 0. 0. 0.],0.40905732
68,91.24062499999997,111.375,24.990262168540802,[0. 1. 0. 0. 0.],0.40905732
69,75.72569444444443,93.375,24.995676913443617,[0. 1. 0. 0. 0.],0.40905732
70,96.42534722222219,113.75,24.997395833333336,[0. 1. 0. 0. 0.],0.40905732
71,75.17812499999994,90.5,24.990234375,[0. 1. 0. 0. 0.],0.40905732
72,69.29236111111109,85.125,24.996231447124302,[0. 1. 0. 0. 0.],0.40905732
73,86.10069444444431,103.125,24.995875567521907,[0. 1. 0. 0. 0.],0.40905732
74,89.67048611111105,107.375,24.99427581397996,[0. 1. 0. 0. 0.],0.40905732
75,77.47256944444433,92.875,24.9978998655914,[0. 1. 0. 0. 0.],0.40905732
76,75.63680555555555,92.0,24.989528700466202,[0. 1. 0. 0. 0.],0.40905732
77,99.40659722222216,118.625,24.99418064762834,[0. 1. 0. 0. 0.],0.40905732
78,94.95312499999996,113.5,24.998412093495936,[0. 1. 0. 0. 0.],0.40905732
79,95.28090277777773,115.0,24.99732448630137,[0. 1. 0. 0. 0.],0.40905732
80,96.9722222222222,116.25,25.0,[0. 1. 0. 0. 0.],0.40905732
81,86.73993055555552,104.125,24.989826955216564,[0. 1. 0. 0. 0.],0.40905732
82,81.5920138888888,98.75,24.99499198717949,[0. 1. 0. 0. 0.],0.40905732
